Id,Original Sentence,Corrected Sentence
449,O yüzden hayatımızda zor olacak.,O yüzden hayatımız da zor olacak.
405,hem bazen kendiliğinden güdülendiğinden dolayı karşılaştığı engellerle yüzleşerek kendini motive eder.,Aryıca bazen kendiliğinden güdülendiğinden dolayı karşılaştığı engellerle yüzleşerek kendini motive eder.
449,İnsan kendisini bilmesi gerek.,İnsanın kendisini bilmesi gerek.
421,İnsanlar bunların sayesinde istediği zamanda fotoğraflarını paylaşabiliyor ve kendi fikrini söyleyebilir.,İnsanlar bunların sayesinde istediği zaman fotoğraflarını paylaşabiliyor ve kendi fikrini söyleyebiliyor.
488,"Ben dört yıldan beri bir yurtta yaşıyorum, benim için çok güzeldi ve hâlâ arad sıkıntsız yaşıyorum ve en iyi şey kendimi asla yanlız hessetmedim.","Ben dört yıldan beri bir yurtta yaşıyorum, benim için çok güzeldi ve hâlâ orada sıkıntısız yaşıyorum ve en iyi şey kendimi asla yalnız hissetmedim."
462,Her şey hazır olduğu için beynin funksyonları da kaybedebilir.,Her şey hazır olduğu için beynin fonksiyonları da kaybedilebilir.
392,"Tabi ki bu ülkede kalmayı severim, ne var ki annem, babam, akrabalarım ve arkadaşlarımı hemen hatırlayım.","Tabii ki bu ülkede kalmayı severim, ne var ki annem, babam, akrabalarım ve arkadaşlarımı sık sık hatırlıyorum."
493,Senin tek amaçı üniversitede iyi poanlar almak ve sadece okul hakkında düşüneceksın.,Senin tek amacın üniversitede iyi puanlar almak olacak ve sadece okul hakkında düşüneceksin.
398,Mesala ben çop kötüsünün dışarıda bir çop görsem bunları çop kötüsünün içarıya getirmeye çalışarım.,Mesela ben çöp kutusunun dışında bir çöp görsem onu çöp kutusunun içine atmaya çalışırım.
439,Tabikii senin için para sıkıntısı yoksa.,Tabii ki senin   para sıkıntın yoksa.
486,"Unutmayalım ki, evdeyken kira üstünde faturalar yemek ve bazen yol parası var.","Unutmayalım ki evde kalırken kiranın dışında faturalar, yemek ve bazen yol parası var."
389,Bütün başarılı insanlar onların zamanında çalıştığını söylediler.,Bütün başarılı insanlar kendilerinin zamanında çalıştığını söylediler.
426,Yani dille birbirimizle konuşabiliriz.,Yani dil yardımıyla birbirimizle konuşabiliriz.
465,Bu yüzden günümüzde kalitesiz iyi meslek ınsanları yoktur.,Bu yüzden günümüzde   mesleklerini iyi yapanlar yoktur.
463,"Ayrıca, sosyal medyada paylaşılan haberler ve bilgiler bazen yanliş oluyor.","Ayrıca, sosyal medyada paylaşılan haberler ve bilgiler bazen yanlış oluyor."
407,sizi başarıya her ikiside götürür.,Her ikisi de sizi başarıya götürür.
400,Çoğ ülkeler şeyler teknoloji'yle kulanacaklar.,Çoğu ülke teknolojik şeyleri kullanacak.
389,"Günümüzde, insanlar teknolojinin sayısınde çok erken başarılı oluyor.",Günümüzde insanlar teknolojinin sayesinde çok erken başarılı oluyor.
501,Zihnimiz spor yapmaktan sağlar.,Zihnimiz spor yapmaktan sasağlam olur
462,Ister iyi kapılara istersek kötü kapılara yönelim.,İster iyi kapılara istersek kötü kapılara yönelelim.
868,Odam arkadaşlarımla da çok iyi anlaşıyorum.,Oda arkadaşlarımla da çok iyi anlaşıyorum.
413,"Çocukken epey zamanım boşa giderdi ve 30'dan fazla arkadaşlarım vardı ama zamanla ve hayattın zorluğuna göre artık eskisi gibi değil, çok şey değisti, yeni arkadaşlarım, yeni ev, yeni iş ve yaşadığıma göre yeni ülkeye.","Çocukken epey zamanım boşa giderdi ve 30'dan fazla arkadaşım vardı ama zamanla ve hayatın zor bir hal almasıyla artık hiçbir şey eskisi gibi değil. Çok şey değişti. Yeni arkadaşlar, yeni bir ev, yeni bir iş ve   yeni biülke..."
401,"Günümüzdeki yeni ilişkiler, başlamak için ya da ilk adım atmak için karşıdaki insanın şeklinden, fiziksel özelliklerden ve bakışlardan hoşlanılmalıdır.","Günümüzde yeni ilişkilere başlamak için ya da ilk adımı atmak için karşıdaki insanın şeklinden, fiziksel özelliklerinden ve bakışlarından hoşlanılmalıdır."
390,Sonra bu başarılı adam arkadaşına bırakıp Amerika'ya gitmiş.,Sonra bu başarılı adam arkadaşlarını bırakıp Amerika'ya gitmiş.
452,Hep yoğun stresten etkileniyorlar.,Hep yoğun stresten etkilenirler.
420,Bu halede olmamak için meslek seçmeden önce iyi düşnmeliyiz.,Bu halde olmamak için meslek seçmeden önce iyi düşünmeliyiz.
448,"Üçüncüsü, insanlar onların kültürünü unutuyorlar mesela onlar diğer yemek yiyorlar ve farklı kıyafet giyiyorlar.","Üçüncüsü, insanlar kendi kültürünü unutuyorlar, mesela onlar başka yemekleri yiyorlar ve farklı kıyafetleri giyiyorlar."
472,Diğer üniversite yakın olmasına rağmen ama ben ona tercih etmiyorum benim düşüncem ne biliyor musun?,"Diğer üniversiteyi yakın olmasına rağmen   ben   tercih etmiyorum. Benim düşüncem ne, biliyor musun?"
472,Düşün ne kadar sana iyi imkanlar verecek.,Düşün sana ne kadar iyi imkanlar verecek.
462,Internet her alanı olumlu etkiledi.,İnternet her alanı olumlu etkiledi.
435,Ama sadece kitaplardan bilgiler yetersiz.,Ama sadece kitaplardaki bilgiler yetersiz.
482,Başka şey daha vay yalnız yaşabilirsin ya da arkadaşlarımla yaşabilirsin.,Başka bir şey daha var yalnız yaşayabilirsin ya da arkadaşlarınla yaşayabilirsin.
454,Orada senin okumanı için erken evden çıkman ve eve gece dönmen kesinlikle zorunda olacaktır ya da oraya taşınmanı gerekir.,Orada   okumak için kesinlikle evden erken çıkmak ve eve gece dönmek zorunda olacaksın ya da oraya taşınman gerekebilir.
498,Aslında Mustefa Kemal Atatürk ile igilli sahıp olmak isterdik ama Türkçe'miz o zama pek iyi değildi.,Aslında Mustafa Kemal Atatürk ile ilgili bilgilere olmak isterdik ama Türkçemiz o zaman pek iyi değildi.
501,O zaman biz neler dikkat etmeliyiz?,O zaman biz nelere dikkat etmeliyiz?
403,Hep hedefimiz ve hırsımız sadece para olmamalı.,Bütün hedeflerimiz ve hırsımız sadece para olmamalı.
433,"Diğer yandan ise, evin birsürü masrafı var.",Diğer yandan ise evin bir sürü masrafı var.
415,Eğe iyi olursa fazla iyi olur.,Eğer iyi olursa fazlasıyla iyi olur.
396,Çünkü kibirli olduğu zaman hem kendisi kötü tarafa değişiyor hem de onun yanındaki insanlar gidiyorlar.,Çünkü kibirli olduğu zaman hem kendisi kötüye değişiyor hem de onun yanındaki insanlar onu terk ediyorlar.
449,Bu sebeple mesleğin maaşıne bir az dikkat etmeliyiz.,Bu sebeple mesleğin maaşına biraz dikkat etmeliyiz.
394,"Hayatımızda küçük bir şey, gelecekte büyük bir şey olabilir.",Hayatımızda küçük bir şey gelecekte büyük bir şey olabilir.
864,Bence Geleceğin Mimarları Üniversitesi'nde okumak senin için daha iyi olacak.,Bence Geleceğin Mimarları Üniversitesinde okumak senin için daha iyi olacak.
423,"Karidorda kızlar çok ses çıkarıyor, tualeti temizlemiyor.","Kızlar koridorda çok ses çıkarıyor, tuvaleti temizlemiyor."
450,Onlara yapmaktan sonra yüksek lisans okumak istiyorum.,Bunları yaptıktan sonra yüksek lisans yapmak istiyorum.
423,Yemek yapmayı bilmediğim içinde çok zorlanıyorum.,Yemek yapmayı bilmediğim için de çok zorlanıyorum.
432,Tabi ki yurt ile evin olumlu ne olumsuz yönleri vardır.,Tabii ki yurt ile evin olumlu ve olumsuz yönleri vardır.
413,Ben kendi hayatımdan bir kaç örnek vereceğim.,Ben kendi hayatımdan bir örnek vereceğim.
473,Aylenden ayırılmayacaksın ve onlar seni her zaman destekleyecek.,Ailenden ayrılmayacaksın ve onlar seni her zaman destekleyecek.
866,Üniversiteye bittikten sonra bir yıl özel hastane çalişacağım.,Üniversite bittikten sonra bir yıl özel hastanede çalışacağım.
416,"Hayatını değiştirdi okuluna döndü, yavaş yavaş sigarayı bırakıyor.","Hayatını değiştirdi, okuluna döndü, yavaş yavaş sigarayı bırakıyor."
435,İnsan şok olup evine döndü.,İnsan şok olup evine dönmüştür.
392,"Evlendikten sonra babam bir işi bulmayı başlamış, dedem babama yardım etmiş.","Evlendikten sonra babam   iş aramaya başlamış, dedem babama yardım etmiş."
403,"Tut ki her insan bu ufak bir nasihatla tutar, hayat ne kadar kolay ve güzel olacağını düşünelim :)","Tut ki her insan bu ufak   nasihate uyar, hayat ne kadar kolay ve güzel olur :)"
460,"“Sağlık Hazinedir” Sağlık, hayattaki en değerli bir şeydir.","Sağlık Hazinedir Sağlık, hayattaki en değerli   şeydir."
450,Tanzanyadan geldim.,Tanzanya'dan geldim.
461,Ve yediğiniz saglıklı besinleri hiçe yaşmış oluruz.,Ve yediğiniz sağlıklı besinleri hiçe saymış olursunuz.
398,Sadece bizim yaşa yan dünyayı gerçek sevmesine lazim.,Sadece bizim yaşadığımız dünyayı gerçek sevmek lazım.
865,Önemli olmasına rağmen insanlar fakirlerse onu yapamıyorlar ve gezmenin ve seyahatin tehlikeleri de var bu sebeple insanların dikkatli olmaları gerekiyor.,"Önemli olmasına rağmen insanlar fakirlerse onu yapamıyorlar ve gezmenin ve seyahatin tehlikeleri de var, bu sebeple insanların dikkatli olmaları gerekiyor."
460,Hastalarla dolu hastaneler bunun en iyi gösterenidir.,Hastalarla dolu hastaneler bunun en iyi göstergesidir.
468,Sosyal Medya saddece fiziksel zarar vermede aynı zamanda psikolojik olarak da çok zararlı.,Sosyal medya sadece fiziksel zarar vermez aynı zamanda psikolojik olarak da çok zararlı.
402,çünkü genellikle iyi bir sifat sahibi olmak herkes için önemli ve faydalı.,Çünkü genellikle fazilet sahibi olmak herkes için önemli ve faydalı.
435,Ve onun kulağı da alışamadı bundan dolayı o hiçbir şeyi anlamadı.,"Ve onun kulağı da alışamamıştır, bundan dolayı o hiçbir şey anlamamıştır."
489,Bu senin ders çalışman için daha çok zaman katıyor.,Bu senin ders çalışman için daha çok zaman sağlıyor.
439,Bu durumda sen rahatsız olacaksın ve ders çalışamazsın.,Bu durumda sen rahatsız olursun ve ders çalışamazsın.
455,"hedefini iyi belirlemelisen, sevdiğin bir alanda eğitimina tamamlarsan, iş hayatın değir insanlara göre daha kolay gelir.","Hedefini iyi belirlersen, sevdiğin bir alanda eğitimini tamamlarsan iş hayatın diğer insanlara göre daha kolay olur."
453,"Diğer tarafta, bazı insanlar çok para kazanmak istiyor.","Diğer taraftan, bazı insanlar çok para kazanmak istiyor."
424,Akşamları sohbet edebilirsiniz ve böyle yalnız hissedemezsin.,Akşamları sohbet edebilirsiniz ve böylece yalnız hissetmezsin.
453,Ayrıca bazılar rahat ve kolay işlerden sıkıcı oluyor.,Ayrıca bazıları rahat ve kolay işlerden sıkılıyor.
399,"Savaşlar, Teknolojik, değişme bir dünya Dünya'daki barış ile yaşamak çok önemlidir.","Savaşlar, Teknoloji, Değişen Bir Dünya Dünya'da barış içinde yaşamak çok önemlidir."
501,Bunlar öneri veriyorum.,Bu önerileri veriyorum.
485,"Sonuç olarak, kitap okuyan insan, her tür insan ve farklı zeka sahip insanlara eğlendirebilir ve onun fikrini onlara kolayca aktarabilir.","Sonuç olarak, kitap okuyan insan, her tür insanı ve farklı zeka türlerine sahip insanları eğlendirebilir ve kendi fikrini onlara kolayca aktarabilir."
458,"Kavga etmek için, ağlamak için ve doğruları bulmak için zaman kaybetmeyelim, dünyadaki daha güzel duygular ve olaylar var.","Kavga etmek için, ağlamak için ve doğruları bulmak için zaman kaybetmeyelim, dünyada daha güzel duygular ve olaylar var."
425,"Benim tecrübelerinden birisi açıklayacağım, ben alti aydan beri Türkiye'de Türkçe öğreniyorum ve bana göre Türkçe oldukça zor bir dil.",Benim tecrübelerimden birini anlatacağım. Ben altı aydan beri Türkiye'de Türkçe öğreniyorum ve bana göre Türkçe oldukça zor bir dil.
408,"Örneğin her hanhi bir sınavda hiç bilmediğimiz, fikir sahibi olmadığımız bazı surulara cevap verebilmemiz şans sayesinde gerçekleşmektedir.","Örneğin herhangi bir sınavda hiç bilmediğimiz, fikir sahibi olmadığımız bazı sorulara cevap verebilmemiz şans sayesinde gerçekleşmektedir."
488,Yurtte yemekler hazır bılacaksın yane yemek yapmaya gerek yok.,Yurtta yemekleri hazır bulacaksın yani yemek yapmaya gerek olmayacak.
413,"Zamanla insanların hayata daha sorumluluğu geliyor ve insanlar o sorumluluğunın uymak için hayat çok çabuk geçer ve insanlar bunu fark etmiyor, malesef artık dünyamızda en önemli şeyden birisi para dır.",Zamanla insanların hayatta daha çok sorumluluğu geliyor. İnsanlar o sorumluluğu üstlendikleri için hayat çok çabuk geçiyor ve insanlar bunu fark etmiyor. Maalesef artık dünyamızda en önemli şeylerden birisi paradır.
444,Herbirimiz kendi çevremizdeki sorunları çözersek zamanla dünyamızdaki sorunların hepsi çözülmüş olur ve dünya çok daha güzel bir yere dönüşür.,Her birimiz kendi çevresindeki sorunları çözerse zamanla dünyamızdaki sorunların hepsi çözülmüş olur ve dünya çok daha güzel bir yere dönüşür.
412,"ʺİşleyen demir pas tutmazʺ atasözünde de söylenildiği gibi, sürekli ögrenen ve çalışan kişiler yeni bilgiler edinirken zorluk çekmez.","ʺİşleyen demir pas tutmaz."" atasözünde de söylenildiği gibi, sürekli okuyan ve çalışan kişiler yeni bilgiler edinirken zorluk çekmez."
462,İnternet bizim hayatımızı kolalaştırdı.,İnternet bizim hayatımızı kolaylaştırdı.
489,"Evde her zaman alışveriş yapman, ev temizlemen, kiralık odaman gerek ama buna rağmen sen kendin yaşıyorsun iş evlerine bakmadan yalnız ve rahatsın.","Evde her zaman alışveriş yapman, evi temizlemen, kira ödemen gerek ama bununla birlikte sen yalnız yaşıyorsun ev işlerini hesaba katmazsak yalnız ve rahatsın."
440,Genelde yurtta en büyük sorun insanların arasında olan fikir farklılığıdır ve bu nedenle küçük anlaşmamalarda yaşaya bilirsin.,Genelde yurtta en büyük sorun insanların arasında olan fikir farklılığıdır ve bu nedenle küçük anlaşmazlıklar da yaşayabilirsin.
458,aslında zaman ölçmeyen biz şeydir.,Aslında zaman ölçülmeyen biz şeydir.
467,Her kişi hayat farklı görüyor ve nasıl bir yaşam sürmek istiyor kendine karar veriyor.,Her kişi hayatı farklı görüyor ve nasıl bir yaşam sürmek istediğine kendisi karar veriyor.
462,Öte taraf internetin bir kaç ve dezavantaj da var.,Öte taraftan internetin birkaç   dezavantajı da var.
473,Sonunda kolayca kendine uygun olan iş bulabilirsin.,Sonunda kolayca kendine uygun olan bir iş bulabilirsin.
414,Bunlar gerçekten faydalı ve yararlı olmak için hem kendimiz için hemde toplumumuz için önemli şeyler.,Bunlar gerçekten faydalı ve yararlı olmak için hem kendi açımızdan hem de toplumumuz açısından önemli şeyler.
410,hayatımızda ilk tanımayan insanlarla tanısıyoruz ve arkadaş oluyoruz.,Hayatımızda ilk tanımadığımız insanlarla tanışıyoruz ve arkadaş oluyoruz.
499,"Mağazamızda başka klimalar da var, eğer isterseniz alabilirsiniz hem orjinal şeyleri hem de fiyatları uygun.","Mağazamızda başka klimalar da var, eğer isterseniz alabilirsiniz. Hem orijinal ürünler hem de fiyatları uygun."
437,"Bence, farklı insanlarla tanışacaksan, yeni yerler gezeceksen, enteresan etkinliklere katılacaksan mutlaka tecrübe kazanırsın.","Bence, farklı insanlarla tanışırsan, yeni yerleri gezersen, enteresan etkinliklere katılırsan mutlaka tecrübe kazanırsın."
416,"Ailemize, arkadaşlarımıza ve kendiğimize Zaman ayırmalıyız.","Ailemize, arkadaşlarımıza ve kendimize zaman ayırmalıyız."
487,İşte o şeylerın değerli olması için çaba gösteriyoruz.,İşte o şeylerin değerli olması için çaba gösteriyoruz.
399,Eğitim çok iyi olduğundan dolay.,Eğitim çok iyi olduğundan dolayı
490,Benim de zor oldu ama şu an çok mutluyum.,Benim için de zor oldu ama şu an çok mutluyum.
467,Ancak verilen karar hayatta nasıl etkilenecek?,Ancak verilen karar hayatı nasıl etkileyecek?
423,Gece saat 2'de ışık açıyor.,Gece saat 2'de ışığı açıyorlar.
452,O mesleğe adım attığında mutsuz olur.,O mesleğe adım attıklarında mutsuz olurlar.
430,Allah korusun dünyada her türlü insanlar var.,Allah korusun dünyada her türlü insanlar var.
471,Umarım bu cevab seni mutlu edecek ve hızlı karar almağında yardımcı olacak.,Umarım bu cevap seni mutlu edecek ve hızlı karar almana yardımcı olacak.
465,Hayatta insan en önemi iki seçeneği vardır.,Hayatta insanın en önemli iki seçim vardır.
437,Özellikle seyahatlar bize her zaman yeni bir dünya açar.,Özellikle seyahatler bize her zaman yeni bir dünya açar.
867,"Ne kadar para kazansa olsa da önemli değil çünkü sonunda o mutlu, ve bundan dolayı, onun ailesı de mutlu olur.",Ne kadar para kazandığı   önemli değil çünkü sonunda o mutlu ve bundan dolayı onun ailesi de mutlu olur.
866,Sonra lisans okumak için üniversiteye döneceğim.,Sonra yüksek lisans yapmak için üniversiteye döneceğim.
453,Kısaca bir kişi onun sevdiği meslek seçerse mutlu bir iş hayatına ve sosyal hayatına sahip olabilir.,Kısaca bir kişi kendi sevdiği mesleği seçerse mutlu bir iş hayatına ve sosyal hayatına sahip olabilir.
389,Kimseye ne olmak itseyip istemediğini sormak gerek yok.,Kimseye ne olmak istediğini sormaya gerek yok.
443,"Bide ailenden ilk kız uzaklaştığın için ben sana yurtta kalmayı tavsiye ederim, sonuçta yalnız olmazsin.","Bir de ailenden ilk kez uzaklaştığın için ben sana yurtta kalmayı tavsiye ederim, sonuçta yalnız olmazsın."
471,Kız kardeşim çok mutlu oldu ve senin gelmeğini dört güzle bekliyor.,Kız kardeşim çok mutlu oldu ve senin gelmeni dört gözle bekliyor.
491,"Türklerde “Bir dil bir insan, iki dil iki insan” diye bir ata sözü var.","Türklerde “Bir dil bir insan, iki dil iki insan."" diye bir atasözü var."
420,Bu şey adını meslektir.,Bu şeyin adı meslektir.
390,Demem o ki kibirli insanlar hayatında bütün değerli eşayları kaybeder.,Söylemeye çalıştığım şey şu ki kibirli insanlar hayatındaki bütün değerli şeyleri kaybeder.
413,Ben genel olarak söyleyorum: özellikle kimseyi işaret etmiyorum.,"Ben genel olarak söylüyorum, özellikle kimseye işaret etmiyorum."
430,Sonra da ev kiralığı su ve gaz faturalarına öğrenmen de kolay değil.,Bunun dışında ev kirası su ve gaz faturalarını yatırmayı öğrenmen de kolay değil.
491,Almanya çok güç ve büyük bir ülke.,Almanya çok güçlü ve büyük bir ülke.
415,Kendilerini zamanla ilerledirler.,Kendilerini zamanla geliştiriyorlar.
462,Internette araştırma yapmak daha kolay ve hızlı olduğuna şahit olduk.,İnternette araştırma yapmanın daha kolay ve hızlı olduğuna şahit olduk.
429,"Eğer sadece ana dil biliyorum zor bir hayatı yapıyorum, çünkü günümüzde yabancı dil çok önemli.","Eğer sadece ana dilimi bilseydim zor bir hayat yaşardım, çünkü günümüzde yabancı dil çok önemli."
399,Örnek olarak: Surya savaş olduğundan dolayı bütün suryanın vantandaşları kendi ülkesini bıraktırlar ve Türkiye'ye gelmek zorunda kaldılar.,Örnek olarak Suriye'de savaş olduğundan dolayı Suriye'nin bütün vantandaşları kendi ülkesini bıraktılar ve Türkiye'ye gelmek zorunda kaldılar.
466,Bence zamanı öldürmek isteyen kendini öldürmiş olur ama bundan yoktur.,Bence zamanı öldürmek isteyen kendini öldürmiş olur ama bundan haberi yoktur.
432,"Örneğin, istediğin zaman çıkabilirsin ve girebilirsin; istediğin yemek pişirebilirsin ve her şey keyfine göre yapabilirsin.","Örneğin, istediğin zaman çıkabilirsin ve girebilirsin; istediğin yemeği pişirebilirsin ve her şeyi keyfine göre yapabilirsin."
492,"Başkabir dil ile insan farklı ülkelerin tarihi, siyasi, ve sosyal öğrenebilir sanki orada yaşıyormuş veya orada doğumuş.","Başka bir dil ile insan farklı ülkelerin tarihini, siyasi ve sosyal yapısını sanki orada yaşıyormuş veya orada doğmuş gibi öğrenebilir."
448,Mesela ben Türkiye'deyim Türkçe öğreniyorum çünkü buradaki insanlar benim dilimi bilmiyor o zaman benim için faydalı çünkü şimdi Türkçe konuşabilirim bu da yeteneklik bir şey değil mi?,Mesela ben Türkiye'deyim ve Türkçe öğreniyorum çünkü buradaki insanlar benim dilimi bilmiyor. Demek ki dil öğrenmek benim için faydalı çünkü şimdi Türkçe konuşabilirim. Bu da yetenek isteyen bir şey değil mi?
487,Fırsatınız olursa yabancı ülkede yaşayıp tecrübeyi denemelisiniz.,Fırsatınız olursa yabancı ülkede yaşayıp o tecrübeyi yaşamalısınız.
448,"Dördüncü, bir şey ülkesine yapamazlar çünkü onlar uzakta kalıyorlar o zaman ülkesi için ne yapacak hiçbir şey yok.","Dördüncüsü, ülkeleri için bir şey yapamıyorlar çünkü onlar uzakta kalıyorlar, dolayısıyla ülkeleri için   yapacak hiçbir şeyleri olmuyor."
452,"İnsan kendine uygun, sevdiği ve yetenekli olduğu meslek tercih ederse onun için daha iyidir.","İnsan kendine uygun, sevdiği ve yetenekli olduğu mesleği tercih ederse onun için daha iyidir."
487,"Başka ülkeni tanımak, dilin öğrenmek güzel şeydir.","Başka ülkeyi tanımak, dilini öğrenmek güzel bir şeydir."
431,Yabancı dili öğrenmek güzel olmasına rağmen zorluklarıda var.,Yabancı dil öğrenmenin güzel olmasına rağmen zorlukları da var.
413,Sonuç olarak hayat her kese değil ama çoğu insanların karaterine değiştiririyor.,Sonuç olarak hayat herkesin değil ama çoğu insanın karakterini değiştiriyor.
424,"Aylık su faturası, elektrik faturası ve internet faturası ödemesi kolay değildir.","Aylık su faturası, elektrik faturası ve internet faturasının ödenmesi kolay değildir."
398,O zaman ilk biz sadece bizim yaşayan dünya'ya sevmeliyiz.,O zaman ilk önce sadece bizim yaşadığımız dünyayı sevmeliyiz.
866,O para bir özel hastane açacağım.,O para özel bir hastane açacağım.
450,Bu planlarımdan biri.,"Bu, planlarımdan biri."
869,"Dünyadaki, bence 1500'dan fazla dil var.",Dünyada bence 1500'den fazla dil var.
478,"Faturaların ödemesinden tut temizlik işlemlerine de kadar yapmalısın, ayrıca yemek hazırlanması sana düşecek.","Faturaların ödemesinden tut temizlik işlerine   kadar her şeyi yapmalısın, ayrıca yemek hazırlamak zorundasın."
423,Ilk başta aile durumuna bakman lazım.,İlk önce ailenin durumuna bakman lazım.
467,Sevmediği iş yapmak çok zordur.,Sevmediğin bir iş yapmak çok zordur.
413,"Benim bir arkadaşım var: biz çocukken 24 saat katılıyorduk, her yere beraber gidiyorduk, yemek beraber yeyiyorduk, yani şöyle söylem ki çok yakin oluyorduk.","Benim bir arkadaşım var: biz çocukken 24 saat beraberdik, her yere beraber gidiyorduk, beraber yemek yiyorduk, yani şöyle söyleyeyim, çok yakındık."
436,Bu bazen büyük bir sıkıntı çünkü pek çok zaman otobüsüm kaçırıyor ve kütüphanede kalmak zorunda kalıyorum.,Bu bazen büyük bir sıkıntı çünkü çoğu zaman otobüsümü kaçırıyorum ve kütüphanede kalmak zorunda kalıyorum.
399,"Benim düşunceyim dünya barış, sevinç, dorstluk bir dünya düşünüyordum.","Ben   dünyada barış, sevinç, dostluk olsun isterdim."
394,Bu konu başka bir hikaye vardır.,Bu konu ile ilgili başka bir hikaye vardır.
501,Verilere göre ülkemde İnsanlar 10 yıl önceden daha şişman oluyor ve onların vücutları kötüleşiyor.,Verilere göre ülkemde İninsanlar0 yıl önöncesindenaha şişman oluyor ve onların vücutları kötüleşiyor.
398,Benim gibi böyle küçük şey yapmak için para lazim değil.,Benim gibi böyle küçük bir şey yapmak için para lazım değil.
454,"Demek ki, bu üniversite şu anda en iyidir, hocalar çok iyi, yemekler iyi ve şehrinde.","Demek ki, bu üniversite şu anda en iyisidir, hocalar çok iyi, yemekler iyi ve şehir de."
492,Birden çok dil bilen insanın anlatım gücünüde artırmaktadır hatta insan beynine de birçok faydaları bulunur Sanki yeni bir ruh kazanmış olur veya yeni bir insan olur.,Birden çok dil bilen insanın anlatım gücü de artmaktadır hatta insan beynine de birçok faydası bulunur. Sanki yeni bir ruh kazanmış olur veya yeni bir insan olur.
463,"Ayrıca, sosyal medya aracılığıyla ınsan daha rahat bir şekilde kendini ifade edebiliyor.","Ayrıca, sosyal medya aracılığıyla insan daha rahat bir şekilde kendini ifade edebiliyor."
468,"SOSYAL MEDYA ve HAYAT Sosyal Medya, Medyanın bir kısmıdır.","Sosyal Medya ve Hayat Sosyal Medya, medyanın bir parçasıdır."
390,O bilim adam olmak için can atmış ve sonunda başarmış.,O bilim adam olmaya   can atmış ve sonunda başarmış.
493,Ben yurda kalmak karar verdim ve buna gore sanade bunu öneriyorum.,Ben yurtta kalmaya karar verdim ve buna göre sana da bunu öneriyorum.
444,"Savaş, açlık, küresel ısınma.","Savaş, açlık, küresel ısınma."
414,Eğitim almadan nasıl toplumda başarılı olabiliriz?,Eğitim almadan toplumda nasıl başarılı olabiliriz?
420,Sanırım hepemiz kendimize yanlış bir yerde bulmak istemiyoruz.,Sanırım hiçbirimiz kendimizi yanlış bir yerde bulmak istemiyoruz.
444,nedenini sorarsan sana şunu söylerim ki sen yurt da sadece ders çalışacaksın ve evi temizleme ve yemek yapmak gibi hiçbir derdin yok.,Nedenini sorarsan sana şunu söylerim ki sen yurtta sadece ders çalışacaksın ve evi temizlemek ve yemek yapmak gibi hiçbir derdin olmayacak.
501,Haftada bari 4 gün spor yapmalıyız.,Haftada en azından 4 gün spor yapmalıyız.
461,sürkli su içmek hem cildinizi gençleştirecek hem vücudumuzdaki zararlı atıklar uzaklaştıracak.,Sürekli su içmek hem cildinizi gençleştirecek hem vücudumuzdaki zararlı maddeleri uzaklaştıracak.
416,"Iraktan Almanya ya göç ettiğinde annesi kaybbetmişti, her şeye nefretle bakar hayattan sıkılmıştı.","Irak'tan Almanya'ya göç ettiğinde annesini kaybetmişti, her şeye nefretle bakar olmuş, hayattan sıkılmıştı."
389,"En nadide şekilde, göz döndürcü yönde her şey ortaya koyabilir.","En nadide şekilde, baş döndürücü biçimde her şeyi ortaya koyabilir."
455,"Mezun olduktan sonra mecbur oldukları için sevdikleri, istedikleri hata kendi karakterlerinden üzak bir işe başlıyorlar.","Mezun olduktan sonra mecbur oldukları için sevmedikleri, istemedikleri hatta kendi karakterlerinden uzak olan bir işe başlıyorlar."
467,"Her gün işe gitmeli, zevksiz, ve her şey çok kötü görünüyor.","Her gün işe gitmelisin, keyfin yok ve her şey çok kötü görünüyor."
503,"Meyvelerde, ette, sebzelerde, herhangi bir yemekte onu bulabiliriz.","Meyvelerde, ette, sebzelerde, herhangi bir yiyecekte GDO'yu bulabiliriz."
390,"Bu yüzden annem, bana her zama mutavazi olmamı ve kibirli olmamamı tavsiye eder.",Bu yüzden annem bana her zaman mütevazi olmamı ve kibirli olmamamı tavsiye eder.
414,Demekki düşünmeyi okuldan öğreniyoruz ve amaçlarımızı gerçekleştirmek için kullanıyoruz.,Demek ki düşünmeyi okulda öğreniyoruz ve isteklerimizi gerçekleştirmek için kullanıyoruz.
418,"Başka bir yanda ailemle daha şahane bir vakit geçirmek için onlarla birlikte seyahet etmeye gideceğim ve en güzel ülkede kalacağız öyle hem eğleniyoruz hem de başka bir kültür, tarih ve insanları tanıyacağım geleceğimle ilgili planlar, hayallar bunlardır ve kesinlikle hepsini yapacağım.","Öbür   yandan ailemle daha güzel   vakit geçirmek için onlarla birlikte seyahat etmeye gideceğim ve en güzel ülkede kalacağız. Bu şekilde hem eğleneceğiz hem de başka bir kültürü, tarihi ve başka insanları tanıyacağım. Geleceğimle ilgili planlar, hayaller bunlardır ve kesinlikle hepsini yapacağım."
427,Başka söyleşlerle sadece kitapları bilir.,Başka bir deyişle sadece kitapları bilir.
389,"Bu dünyada, çalışmadan kimse başarılı olmaz ki.",Bu dünyada çalışmadan kimse başarılı olmaz ki.
